Journey_ID,Ticket_ID,Date_of_Journey,Departure_Station,Departure_Station,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay
9712,9714,2/18/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9713,9715,2/14/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9714,9716,2/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9715,9717,2/4/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9716,9718,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9717,9719,2/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9718,9720,2/9/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9719,9721,2/10/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9720,9722,2/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9721,9723,2/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9722,9724,2/18/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9723,9725,2/26/2024,London Paddington,Reading,00:00.0,00:00.0,NULL,Cancelled,Signal Failure
9724,9726,2/8/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9725,9727,2/25/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,NULL,Cancelled,Technical Issue
9726,9728,2/5/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9727,9729,2/24/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9728,9730,2/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9729,9731,2/12/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9730,9732,2/15/2024,Oxford,Bristol Temple Meads,15:00.0,30:00.0,30:00.0,On-time,NULL
9731,9733,2/6/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9732,9734,2/17/2024,London Euston,Manchester Piccadilly,15:00.0,05:00.0,NULL,Cancelled,Signal Failure
9733,9735,2/27/2024,London St Pancras,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9734,9736,2/21/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9735,9737,2/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9736,9738,2/11/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9737,9739,2/20/2024,Birmingham New Street,Edinburgh,15:00.0,45:00.0,45:00.0,On-time,NULL
9738,9740,2/20/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9739,9741,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9740,9742,2/9/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9741,9743,2/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9742,9744,2/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9743,9745,2/26/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9744,9746,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9745,9747,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9746,9748,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9747,9749,2/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9748,9750,2/4/2024,Birmingham New Street,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
9749,9751,2/6/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9750,9752,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
9751,9753,2/20/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9752,9754,2/4/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9753,9755,2/6/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9754,9756,2/4/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9755,9757,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9756,9758,2/6/2024,Oxford,Bristol Temple Meads,30:00.0,45:00.0,45:00.0,On-time,NULL
9757,9759,2/4/2024,Oxford,Bristol Temple Meads,30:00.0,45:00.0,45:00.0,On-time,NULL
9758,9760,2/4/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9759,9761,2/5/2024,Liverpool Lime Street,Leeds,30:00.0,00:00.0,00:00.0,On-time,NULL
9760,9762,2/4/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9761,9763,2/22/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
9762,9764,2/10/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
9763,9765,2/25/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
9764,9766,2/17/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9765,9767,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9766,9768,2/5/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9767,9769,2/5/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9768,9770,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9769,9771,2/20/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9770,9772,2/5/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
9771,9773,2/5/2024,York,Durham,45:00.0,35:00.0,35:00.0,On-time,NULL
9772,9774,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9773,9775,2/25/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9774,9776,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9775,9777,2/5/2024,London Euston,York,00:00.0,50:00.0,16:00.0,Delayed,Signal Failure
9776,9778,2/12/2024,Birmingham New Street,London St Pancras,15:00.0,35:00.0,35:00.0,On-time,NULL
9777,9779,2/5/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9778,9780,2/5/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9779,9781,2/29/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9780,9782,2/21/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9781,9783,2/27/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,NULL,Cancelled,Signal failure
9782,9784,2/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9783,9785,2/4/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9784,9786,2/5/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9785,9787,2/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9786,9788,2/20/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9787,9789,2/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9788,9790,2/13/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9789,9791,2/12/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9790,9792,2/5/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9791,9793,2/22/2024,Manchester Piccadilly,Nottingham,00:00.0,00:00.0,NULL,Cancelled,Traffic
9792,9794,2/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9793,9795,2/4/2024,London Kings Cross,Liverpool Lime Street,00:00.0,15:00.0,15:00.0,On-time,NULL
9794,9796,2/22/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9795,9797,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9796,9798,2/6/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9797,9799,2/5/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9798,9800,2/6/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9799,9801,2/9/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9800,9802,2/11/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
9801,9803,2/5/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9802,9804,2/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9803,9805,2/10/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9804,9806,2/28/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9805,9807,2/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9806,9808,2/9/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9807,9809,2/4/2024,Birmingham New Street,Nuneaton,30:00.0,50:00.0,50:00.0,On-time,NULL
9808,9810,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
9809,9811,2/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9810,9812,2/4/2024,Birmingham New Street,Stafford,30:00.0,00:00.0,00:00.0,On-time,NULL
9811,9813,2/4/2024,London Euston,Manchester Piccadilly,30:00.0,20:00.0,20:00.0,On-time,NULL
9812,9814,2/22/2024,Manchester Piccadilly,London Euston,30:00.0,20:00.0,36:00.0,Delayed,Weather Conditions
9813,9815,2/15/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,13:00.0,Delayed,Weather Conditions
9814,9816,2/4/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
9815,9817,2/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9816,9818,2/4/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9817,9819,2/4/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9818,9820,2/4/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9819,9821,2/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9820,9822,2/29/2024,London Euston,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9821,9823,2/16/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9822,9824,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9823,9825,2/28/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9824,9826,2/4/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9825,9827,2/5/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9826,9828,2/4/2024,Birmingham New Street,London St Pancras,15:00.0,35:00.0,35:00.0,On-time,NULL
9827,9829,2/18/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9828,9830,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9829,9831,2/19/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9830,9832,2/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9831,9833,2/4/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
9832,9834,2/17/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9833,9835,2/4/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
9834,9836,2/4/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9835,9837,2/4/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9836,9838,2/27/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9837,9839,2/25/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9838,9840,2/4/2024,London Paddington,London Waterloo,30:00.0,00:00.0,00:00.0,On-time,NULL
9839,9841,2/13/2024,London Paddington,Reading,30:00.0,30:00.0,30:00.0,On-time,NULL
9840,9842,2/4/2024,London Paddington,London Waterloo,30:00.0,00:00.0,00:00.0,On-time,NULL
9841,9843,2/5/2024,Manchester Piccadilly,Liverpool Lime Street,45:00.0,15:00.0,15:00.0,On-time,NULL
9842,9844,2/12/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9843,9845,2/19/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9844,9846,2/4/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
9845,9847,2/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
9846,9848,2/6/2024,Liverpool Lime Street,Manchester Piccadilly,00:00.0,30:00.0,30:00.0,On-time,NULL
9847,9849,2/5/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9848,9850,2/21/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
9849,9851,2/5/2024,London Kings Cross,York,00:00.0,50:00.0,50:00.0,On-time,NULL
9850,9852,2/23/2024,Liverpool Lime Street,Sheffield,00:00.0,15:00.0,15:00.0,On-time,NULL
9851,9853,2/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
9852,9854,2/4/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Weather
9853,9855,2/20/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
9854,9856,2/4/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9855,9857,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9856,9858,2/15/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9857,9859,2/7/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9858,9860,2/20/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9859,9861,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Staffing
9860,9862,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Staffing
9861,9863,2/6/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9862,9864,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9863,9865,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Staffing
9864,9866,2/8/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
9865,9867,2/4/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9866,9868,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Staffing
9867,9869,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9868,9870,2/4/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9869,9871,2/19/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9870,9872,2/4/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9871,9873,2/4/2024,London Kings Cross,Edinburgh Waverley,00:00.0,20:00.0,20:00.0,On-time,NULL
9872,9874,2/14/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9873,9875,2/26/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9874,9876,2/6/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9875,9877,2/5/2024,York,Peterborough,15:00.0,25:00.0,25:00.0,On-time,NULL
9876,9878,2/26/2024,London Paddington,Reading,15:00.0,15:00.0,15:00.0,On-time,NULL
9877,9879,2/25/2024,Manchester Piccadilly,Liverpool Lime Street,15:00.0,45:00.0,NULL,Cancelled,Weather
9878,9880,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9879,9881,2/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
9880,9882,2/5/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9881,9883,2/28/2024,London St Pancras,Wolverhampton,30:00.0,00:00.0,00:00.0,On-time,NULL
9882,9884,2/16/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9883,9885,2/14/2024,London St Pancras,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9884,9886,2/25/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9885,9887,2/20/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9886,9888,2/5/2024,Birmingham New Street,London St Pancras,30:00.0,50:00.0,50:00.0,On-time,NULL
9887,9889,2/6/2024,London Euston,Birmingham New Street,30:00.0,50:00.0,50:00.0,On-time,NULL
9888,9890,2/5/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9889,9891,2/11/2024,Birmingham New Street,Stafford,30:00.0,00:00.0,00:00.0,On-time,NULL
9890,9892,2/13/2024,London Paddington,Oxford,45:00.0,15:00.0,NULL,Cancelled,Traffic
9891,9893,2/5/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9892,9894,2/9/2024,London Paddington,Oxford,45:00.0,15:00.0,NULL,Cancelled,Staff Shortage
9893,9895,2/18/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9894,9896,2/5/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9895,9897,2/26/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Weather
9896,9898,2/20/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9897,9899,2/14/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9898,9900,2/5/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9899,9901,2/6/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9900,9902,2/23/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9901,9903,2/25/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9902,9904,2/21/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9903,9905,2/5/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9904,9906,2/28/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9905,9907,2/5/2024,London Paddington,Oxford,45:00.0,15:00.0,15:00.0,On-time,NULL
9906,9908,2/26/2024,London Paddington,Reading,45:00.0,45:00.0,NULL,Cancelled,Weather
9907,9909,2/5/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9908,9910,2/26/2024,Manchester Piccadilly,Liverpool Lime Street,00:00.0,30:00.0,30:00.0,On-time,NULL
9909,9911,2/7/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9910,9912,2/29/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
9911,9913,2/5/2024,London Kings Cross,York,15:00.0,05:00.0,05:00.0,On-time,NULL
9912,9914,2/21/2024,London Euston,Birmingham New Street,15:00.0,35:00.0,35:00.0,On-time,NULL
9913,9915,2/16/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
9914,9916,2/6/2024,London Kings Cross,York,30:00.0,20:00.0,20:00.0,On-time,NULL
9915,9917,2/28/2024,York,Wakefield,30:00.0,55:00.0,15:00.0,Delayed,Staffing
9916,9918,2/8/2024,Reading,Swindon,30:00.0,15:00.0,15:00.0,On-time,NULL
9917,9919,2/5/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
9918,9920,2/4/2024,Manchester Piccadilly,Liverpool Lime Street,30:00.0,00:00.0,00:00.0,On-time,NULL
9919,9921,2/9/2024,Liverpool Lime Street,Manchester Piccadilly,30:00.0,00:00.0,00:00.0,On-time,NULL
9920,9922,2/29/2024,York,Doncaster,30:00.0,00:00.0,00:00.0,On-time,NULL
9921,9923,2/19/2024,York,Peterborough,30:00.0,40:00.0,40:00.0,On-time,NULL
9922,9924,2/5/2024,London Paddington,London Waterloo,30:00.0,00:00.0,00:00.0,On-time,NULL
9923,9925,2/12/2024,York,Peterborough,30:00.0,40:00.0,NULL,Cancelled,Staffing
9924,9926,2/9/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9925,9927,2/25/2024,London Kings Cross,York,45:00.0,35:00.0,35:00.0,On-time,NULL
9926,9928,2/11/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,NULL,Cancelled,Staff Shortage
9927,9929,2/21/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,07:00.0,Delayed,Weather
9928,9930,2/9/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,45:00.0,Delayed,Weather
9929,9931,2/5/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,38:00.0,Delayed,Weather
9930,9932,2/12/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,15:00.0,On-time,NULL
9931,9933,2/4/2024,London St Pancras,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9932,9934,2/22/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,00:00.0,Delayed,Weather
9933,9935,2/28/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,46:00.0,Delayed,Weather
9934,9936,2/20/2024,London Paddington,Reading,00:00.0,00:00.0,00:00.0,On-time,NULL
9935,9937,2/13/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,04:00.0,Delayed,Weather Conditions
9936,9938,2/21/2024,Manchester Piccadilly,London Euston,00:00.0,50:00.0,45:00.0,Delayed,Weather
9937,9939,2/4/2024,Oxford,Bristol Temple Meads,00:00.0,15:00.0,15:00.0,On-time,NULL
9938,9940,2/22/2024,London Euston,Birmingham New Street,00:00.0,20:00.0,20:00.0,On-time,NULL
9939,9941,2/5/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,50:00.0,On-time,NULL
9940,9942,2/18/2024,London Euston,Manchester Piccadilly,00:00.0,50:00.0,NULL,Cancelled,Traffic
9941,9943,2/14/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,36:00.0,Delayed,Weather
9942,9944,2/16/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,12:00.0,Delayed,Weather
9943,9945,2/20/2024,Liverpool Lime Street,London Euston,00:00.0,15:00.0,01:00.0,Delayed,Weather
9944,9946,2/7/2024,Birmingham New Street,Liverpool Lime Street,15:00.0,45:00.0,45:00.0,On-time,NULL
9945,9947,2/4/2024,Liverpool Lime Street,Manchester Piccadilly,15:00.0,45:00.0,45:00.0,On-time,NULL
9946,9948,2/5/2024,Manchester Piccadilly,Leeds,15:00.0,00:00.0,00:00.0,On-time,NULL
9947,9949,2/4/2024,London Paddington,Reading,45:00.0,45:00.0,45:00.0,On-time,NULL
9948,9950,2/5/2024,Liverpool Lime Street,Manchester Piccadilly,45:00.0,15:00.0,15:00.0,On-time,NULL
9949,9951,2/19/2024,London St Pancras,Birmingham New Street,45:00.0,05:00.0,05:00.0,On-time,NULL
